Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
#country+name,#country+code,#date+year,#indicator+name,#indicator+code,#indicator+value+num
Bangladesh,BGD,1963,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.164840405465637
Bangladesh,BGD,1962,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.169391815208958
Bangladesh,BGD,1961,Arable land (hectares per person),AG.LND.ARBL.HA.PC,0.174321402031078
Bangladesh,BGD,2016,Arable land (% of land area),AG.LND.ARBL.ZS,59.646692486268
Bangladesh,BGD,2015,Arable land (% of land area),AG.LND.ARBL.ZS,59.4010926816855
Bangladesh,BGD,2014,Arable land (% of land area),AG.LND.ARBL.ZS,58.9152646539141
Bangladesh,BGD,2013,Arable land (% of land area),AG.LND.ARBL.ZS,58.9844050088346
Bangladesh,BGD,2012,Arable land (% of land area),AG.LND.ARBL.ZS,58.9229469155719
Bangladesh,BGD,2011,Arable land (% of land area),AG.LND.ARBL.ZS,58.9844050088346
Bangladesh,BGD,2010,Arable land (% of land area),AG.LND.ARBL.ZS,59.8525005761696
Bangladesh,BGD,2009,Arable land (% of land area),AG.LND.ARBL.ZS,59.8909118844588
Bangladesh,BGD,2008,Arable land (% of land area),AG.LND.ARBL.ZS,59.9446877160636
Bangladesh,BGD,2007,Arable land (% of land area),AG.LND.ARBL.ZS,60.0445571176154
Bangladesh,BGD,2006,Arable land (% of land area),AG.LND.ARBL.ZS,60.5362218637167
Bangladesh,BGD,2005,Arable land (% of land area),AG.LND.ARBL.ZS,60.7743719751095
Bangladesh,BGD,2004,Arable land (% of land area),AG.LND.ARBL.ZS,62.5566566797265
Bangladesh,BGD,2003,Arable land (% of land area),AG.LND.ARBL.ZS,63.2096489206422
Bangladesh,BGD,2002,Arable land (% of land area),AG.LND.ARBL.ZS,63.401705462088
Bangladesh,BGD,2001,Arable land (% of land area),AG.LND.ARBL.ZS,63.7858185449796
Bangladesh,BGD,2000,Arable land (% of land area),AG.LND.ARBL.ZS,64.1468848428977
Bangladesh,BGD,1999,Arable land (% of land area),AG.LND.ARBL.ZS,64.8075593454713
Bangladesh,BGD,1998,Arable land (% of land area),AG.LND.ARBL.ZS,64.9458400553123
Bangladesh,BGD,1997,Arable land (% of land area),AG.LND.ARBL.ZS,64.454175309211
Bangladesh,BGD,1996,Arable land (% of land area),AG.LND.ARBL.ZS,64.2006606745026
Bangladesh,BGD,1995,Arable land (% of land area),AG.LND.ARBL.ZS,64.5617269724207
Bangladesh,BGD,1994,Arable land (% of land area),AG.LND.ARBL.ZS,64.592456019052
Bangladesh,BGD,1993,Arable land (% of land area),AG.LND.ARBL.ZS,65.3453176615196
Bangladesh,BGD,1992,Arable land (% of land area),AG.LND.ARBL.ZS,66.1365906122763
Bangladesh,BGD,1991,Arable land (% of land area),AG.LND.ARBL.ZS,72.0980256587539
Bangladesh,BGD,1990,Arable land (% of land area),AG.LND.ARBL.ZS,72.64346623646
Bangladesh,BGD,1989,Arable land (% of land area),AG.LND.ARBL.ZS,73.3886456172697
Bangladesh,BGD,1988,Arable land (% of land area),AG.LND.ARBL.ZS,73.2657294307444
Bangladesh,BGD,1987,Arable land (% of land area),AG.LND.ARBL.ZS,70.9456864100791
Bangladesh,BGD,1986,Arable land (% of land area),AG.LND.ARBL.ZS,70.3771990473996
Bangladesh,BGD,1985,Arable land (% of land area),AG.LND.ARBL.ZS,70.3080586924791
Bangladesh,BGD,1984,Arable land (% of land area),AG.LND.ARBL.ZS,70.5615733271875
Bangladesh,BGD,1983,Arable land (% of land area),AG.LND.ARBL.ZS,69.8240762080356
Bangladesh,BGD,1982,Arable land (% of land area),AG.LND.ARBL.ZS,69.9393101329031
Bangladesh,BGD,1981,Arable land (% of land area),AG.LND.ARBL.ZS,69.9777214411923
Bangladesh,BGD,1980,Arable land (% of land area),AG.LND.ARBL.ZS,70.0699085810863
Bangladesh,BGD,1979,Arable land (% of land area),AG.LND.ARBL.ZS,70.0468617961128
Bangladesh,BGD,1978,Arable land (% of land area),AG.LND.ARBL.ZS,70.1006376277176
Bangladesh,BGD,1977,Arable land (% of land area),AG.LND.ARBL.ZS,70.1467311976646
Bangladesh,BGD,1976,Arable land (% of land area),AG.LND.ARBL.ZS,70.2005070292694
Bangladesh,BGD,1975,Arable land (% of land area),AG.LND.ARBL.ZS,70.2466005992164
Bangladesh,BGD,1974,Arable land (% of land area),AG.LND.ARBL.ZS,70.1467311976646
Bangladesh,BGD,1973,Arable land (% of land area),AG.LND.ARBL.ZS,70.1467311976646
Bangladesh,BGD,1972,Arable land (% of land area),AG.LND.ARBL.ZS,70.1620957209803
Bangladesh,BGD,1971,Arable land (% of land area),AG.LND.ARBL.ZS,67.888146270262
Bangladesh,BGD,1970,Arable land (% of land area),AG.LND.ARBL.ZS,67.888146270262
Bangladesh,BGD,1969,Arable land (% of land area),AG.LND.ARBL.ZS,67.6807252055005
Bangladesh,BGD,1968,Arable land (% of land area),AG.LND.ARBL.ZS,67.8266881769993
Bangladesh,BGD,1967,Arable land (% of land area),AG.LND.ARBL.ZS,67.934239840209
Bangladesh,BGD,1966,Arable land (% of land area),AG.LND.ARBL.ZS,67.5885380656065
Bangladesh,BGD,1965,Arable land (% of land area),AG.LND.ARBL.ZS,67.427210570792
Bangladesh,BGD,1964,Arable land (% of land area),AG.LND.ARBL.ZS,66.374740723669
Bangladesh,BGD,1963,Arable land (% of land area),AG.LND.ARBL.ZS,66.1058615656449
Bangladesh,BGD,1962,Arable land (% of land area),AG.LND.ARBL.ZS,66.0444034723823
Bangladesh,BGD,1961,Arable land (% of land area),AG.LND.ARBL.ZS,66.1058615656449
Bangladesh,BGD,2017,Land under cereal production (hectares),AG.LND.CREL.HA,12090129
Bangladesh,BGD,2016,Land under cereal production (hectares),AG.LND.CREL.HA,11793602
Bangladesh,BGD,2015,Land under cereal production (hectares),AG.LND.CREL.HA,12156367
Bangladesh,BGD,2014,Land under cereal production (hectares),AG.LND.CREL.HA,12165112
Bangladesh,BGD,2013,Land under cereal production (hectares),AG.LND.CREL.HA,12056374
Bangladesh,BGD,2012,Land under cereal production (hectares),AG.LND.CREL.HA,12011654
Bangladesh,BGD,2011,Land under cereal production (hectares),AG.LND.CREL.HA,12090666
Bangladesh,BGD,2010,Land under cereal production (hectares),AG.LND.CREL.HA,12093951
Bangladesh,BGD,2009,Land under cereal production (hectares),AG.LND.CREL.HA,11909888
Bangladesh,BGD,2008,Land under cereal production (hectares),AG.LND.CREL.HA,11930855
Bangladesh,BGD,2007,Land under cereal production (hectares),AG.LND.CREL.HA,11152085
Bangladesh,BGD,2006,Land under cereal production (hectares),AG.LND.CREL.HA,11178034
Bangladesh,BGD,2005,Land under cereal production (hectares),AG.LND.CREL.HA,11176338
Bangladesh,BGD,2004,Land under cereal production (hectares),AG.LND.CREL.HA,10978274
Bangladesh,BGD,2003,Land under cereal production (hectares),AG.LND.CREL.HA,11500907
Bangladesh,BGD,2002,Land under cereal production (hectares),AG.LND.CREL.HA,11588093
Bangladesh,BGD,2001,Land under cereal production (hectares),AG.LND.CREL.HA,11485595
Bangladesh,BGD,2000,Land under cereal production (hectares),AG.LND.CREL.HA,11672247
Bangladesh,BGD,1999,Land under cereal production (hectares),AG.LND.CREL.HA,11680974
Bangladesh,BGD,1998,Land under cereal production (hectares),AG.LND.CREL.HA,11020640
Bangladesh,BGD,1997,Land under cereal production (hectares),AG.LND.CREL.HA,11062180
Bangladesh,BGD,1996,Land under cereal production (hectares),AG.LND.CREL.HA,10994172
Bangladesh,BGD,1995,Land under cereal production (hectares),AG.LND.CREL.HA,10683381
Bangladesh,BGD,1994,Land under cereal production (hectares),AG.LND.CREL.HA,10632902
Bangladesh,BGD,1993,Land under cereal production (hectares),AG.LND.CREL.HA,10642068
Bangladesh,BGD,1992,Land under cereal production (hectares),AG.LND.CREL.HA,10860774
Bangladesh,BGD,1991,Land under cereal production (hectares),AG.LND.CREL.HA,10954903
Bangladesh,BGD,1990,Land under cereal production (hectares),AG.LND.CREL.HA,11140604
Bangladesh,BGD,1989,Land under cereal production (hectares),AG.LND.CREL.HA,11153325
Bangladesh,BGD,1988,Land under cereal production (hectares),AG.LND.CREL.HA,10935858
Bangladesh,BGD,1987,Land under cereal production (hectares),AG.LND.CREL.HA,11036881
Bangladesh,BGD,1986,Land under cereal production (hectares),AG.LND.CREL.HA,11304320
Bangladesh,BGD,1985,Land under cereal production (hectares),AG.LND.CREL.HA,11233180
Bangladesh,BGD,1984,Land under cereal production (hectares),AG.LND.CREL.HA,10895119
Bangladesh,BGD,1983,Land under cereal production (hectares),AG.LND.CREL.HA,10423553
Bangladesh,BGD,1982,Land under cereal production (hectares),AG.LND.CREL.HA,11181582
Bangladesh,BGD,1981,Land under cereal production (hectares),AG.LND.CREL.HA,11143697
Bangladesh,BGD,1980,Land under cereal production (hectares),AG.LND.CREL.HA,10817980
Bangladesh,BGD,1979,Land under cereal production (hectares),AG.LND.CREL.HA,10507816
Bangladesh,BGD,1978,Land under cereal production (hectares),AG.LND.CREL.HA,10371255
Bangladesh,BGD,1977,Land under cereal production (hectares),AG.LND.CREL.HA,10278378
Bangladesh,BGD,1976,Land under cereal production (hectares),AG.LND.CREL.HA,10123512
Bangladesh,BGD,1975,Land under cereal production (hectares),AG.LND.CREL.HA,10549360
Bangladesh,BGD,1974,Land under cereal production (hectares),AG.LND.CREL.HA,10012328
Bangladesh,BGD,1973,Land under cereal production (hectares),AG.LND.CREL.HA,10094822
Bangladesh,BGD,1972,Land under cereal production (hectares),AG.LND.CREL.HA,9857487
Bangladesh,BGD,1971,Land under cereal production (hectares),AG.LND.CREL.HA,9531242
Bangladesh,BGD,1970,Land under cereal production (hectares),AG.LND.CREL.HA,10146201
Bangladesh,BGD,1969,Land under cereal production (hectares),AG.LND.CREL.HA,10545400
Bangladesh,BGD,1968,Land under cereal production (hectares),AG.LND.CREL.HA,9931197
Bangladesh,BGD,1967,Land under cereal production (hectares),AG.LND.CREL.HA,10036709
Bangladesh,BGD,1966,Land under cereal production (hectares),AG.LND.CREL.HA,9208509
Bangladesh,BGD,1965,Land under cereal production (hectares),AG.LND.CREL.HA,9492394
Bangladesh,BGD,1964,Land under cereal production (hectares),AG.LND.CREL.HA,9364054
Bangladesh,BGD,1963,Land under cereal production (hectares),AG.LND.CREL.HA,9170275
Bangladesh,BGD,1962,Land under cereal production (hectares),AG.LND.CREL.HA,8855818
Bangladesh,BGD,1961,Land under cereal production (hectares),AG.LND.CREL.HA,8639332
Bangladesh,BGD,2016,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.37627717600061
Bangladesh,BGD,2015,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.37627717600061
Bangladesh,BGD,2014,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.37627717600061
Bangladesh,BGD,2013,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.37627717600061
Bangladesh,BGD,2012,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.52992240915726
Bangladesh,BGD,2011,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.52992240915726
Bangladesh,BGD,2010,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.52992240915726
Bangladesh,BGD,2009,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.52992240915726
Bangladesh,BGD,2008,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.52992240915726
Bangladesh,BGD,2007,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.52992240915726
Bangladesh,BGD,2006,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.14580932626565
Bangladesh,BGD,2005,Permanent cropland (% of land area),AG.LND.CROP.ZS,6.14580932626565
Bangladesh,BGD,2004,Permanent cropland (% of land area),AG.LND.CROP.ZS,4.4557117615426
Bangladesh,BGD,2003,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84113082891603
Bangladesh,BGD,2002,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84113082891603
Bangladesh,BGD,2001,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.84113082891603
Bangladesh,BGD,2000,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.45701774602443
Bangladesh,BGD,1999,Permanent cropland (% of land area),AG.LND.CROP.ZS,3.45701774602443
Bangladesh,BGD,1998,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.91925942997619
Bangladesh,BGD,1997,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.88084812168702
Bangladesh,BGD,1996,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.84243681339786
Bangladesh,BGD,1995,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.84243681339786
Bangladesh,BGD,1994,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.68879158024122
Bangladesh,BGD,1993,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.6119689636629
Bangladesh,BGD,1992,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.6119689636629
Bangladesh,BGD,1991,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.57355765537374
Bangladesh,BGD,1990,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.53514634708458
Bangladesh,BGD,1989,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.2278558807713
Bangladesh,BGD,1988,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.2278558807713
Bangladesh,BGD,1987,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.15103326419298
Bangladesh,BGD,1986,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.15103326419298
Bangladesh,BGD,1985,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.11262195590382
Bangladesh,BGD,1984,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.11262195590382
Bangladesh,BGD,1983,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.11262195590382
Bangladesh,BGD,1982,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.10493969424599
Bangladesh,BGD,1981,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.08957517093032
Bangladesh,BGD,1980,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.04348160098333
Bangladesh,BGD,1979,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.0357993393255
Bangladesh,BGD,1978,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.012752554352
Bangladesh,BGD,1977,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.99738803103634
Bangladesh,BGD,1976,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.99738803103634
Bangladesh,BGD,1975,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.99738803103634
Bangladesh,BGD,1974,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.98202350772067
Bangladesh,BGD,1973,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.98202350772067
Bangladesh,BGD,1972,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.98202350772067
Bangladesh,BGD,1971,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.98202350772067
Bangladesh,BGD,1970,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.99738803103634
Bangladesh,BGD,1969,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.0357993393255
Bangladesh,BGD,1968,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.8437427978797
Bangladesh,BGD,1967,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.93592993777368
Bangladesh,BGD,1966,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.93592993777368
Bangladesh,BGD,1965,Permanent cropland (% of land area),AG.LND.CROP.ZS,1.99738803103634
Bangladesh,BGD,1964,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.15103326419298
Bangladesh,BGD,1963,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.11262195590382
Bangladesh,BGD,1962,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.15103326419298
Bangladesh,BGD,1961,Permanent cropland (% of land area),AG.LND.CROP.ZS,2.11262195590382
Bangladesh,BGD,2010,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,12137.62109
Bangladesh,BGD,2000,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,12137.62109
Bangladesh,BGD,1990,Rural land area where elevation is below 5 meters (sq. km),AG.LND.EL5M.RU.K2,12137.62109
Bangladesh,BGD,2010,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,8.989830464
Bangladesh,BGD,2000,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,8.989830464
Bangladesh,BGD,1990,Rural land area where elevation is below 5 meters (% of total land area),AG.LND.EL5M.RU.ZS,8.989830464
Bangladesh,BGD,2016,Forest area (sq. km),AG.LND.FRST.K2,14264.0002441406
Bangladesh,BGD,2015,Forest area (sq. km),AG.LND.FRST.K2,14290
Bangladesh,BGD,2014,Forest area (sq. km),AG.LND.FRST.K2,14315.9997558594
Bangladesh,BGD,2013,Forest area (sq. km),AG.LND.FRST.K2,14341.9995117188
Bangladesh,BGD,2012,Forest area (sq. km),AG.LND.FRST.K2,14368.0004882813
Bangladesh,BGD,2011,Forest area (sq. km),AG.LND.FRST.K2,14394.0002441406
Bangladesh,BGD,2010,Forest area (sq. km),AG.LND.FRST.K2,14420
Bangladesh,BGD,2009,Forest area (sq. km),AG.LND.FRST.K2,14445.9997558594
Bangladesh,BGD,2008,Forest area (sq. km),AG.LND.FRST.K2,14471.9995117188
Bangladesh,BGD,2007,Forest area (sq. km),AG.LND.FRST.K2,14498.0004882813
Bangladesh,BGD,2006,Forest area (sq. km),AG.LND.FRST.K2,14524.0002441406
Bangladesh,BGD,2005,Forest area (sq. km),AG.LND.FRST.K2,14550
Bangladesh,BGD,2004,Forest area (sq. km),AG.LND.FRST.K2,14575.9997558594
Bangladesh,BGD,2003,Forest area (sq. km),AG.LND.FRST.K2,14601.9995117188
Bangladesh,BGD,2002,Forest area (sq. km),AG.LND.FRST.K2,14628.0004882813
Bangladesh,BGD,2001,Forest area (sq. km),AG.LND.FRST.K2,14654.0002441406
Bangladesh,BGD,2000,Forest area (sq. km),AG.LND.FRST.K2,14680
Bangladesh,BGD,1999,Forest area (sq. km),AG.LND.FRST.K2,14705.9997558594
Bangladesh,BGD,1998,Forest area (sq. km),AG.LND.FRST.K2,14731.9995117188
Bangladesh,BGD,1997,Forest area (sq. km),AG.LND.FRST.K2,14758.0004882813
Bangladesh,BGD,1996,Forest area (sq. km),AG.LND.FRST.K2,14784.0002441406
Bangladesh,BGD,1995,Forest area (sq. km),AG.LND.FRST.K2,14810
Bangladesh,BGD,1994,Forest area (sq. km),AG.LND.FRST.K2,14835.9997558594
Bangladesh,BGD,1993,Forest area (sq. km),AG.LND.FRST.K2,14861.9995117188
Bangladesh,BGD,1992,Forest area (sq. km),AG.LND.FRST.K2,14888.0004882813
Bangladesh,BGD,1991,Forest area (sq. km),AG.LND.FRST.K2,14914.0002441406
Bangladesh,BGD,1990,Forest area (sq. km),AG.LND.FRST.K2,14940
Bangladesh,BGD,2016,Forest area (% of land area),AG.LND.FRST.ZS,10.9579782162869
Bangladesh,BGD,2015,Forest area (% of land area),AG.LND.FRST.ZS,10.977951909042
Bangladesh,BGD,2014,Forest area (% of land area),AG.LND.FRST.ZS,10.9979256017972
Bangladesh,BGD,2013,Forest area (% of land area),AG.LND.FRST.ZS,11.0178992945524
Bangladesh,BGD,2012,Forest area (% of land area),AG.LND.FRST.ZS,11.0378739250836
Bangladesh,BGD,2011,Forest area (% of land area),AG.LND.FRST.ZS,11.0578476178387
Bangladesh,BGD,2010,Forest area (% of land area),AG.LND.FRST.ZS,11.0778213105938
Bangladesh,BGD,2009,Forest area (% of land area),AG.LND.FRST.ZS,11.097795003349
Bangladesh,BGD,2008,Forest area (% of land area),AG.LND.FRST.ZS,11.1177686961042
Bangladesh,BGD,2007,Forest area (% of land area),AG.LND.FRST.ZS,11.1377433266354
Bangladesh,BGD,2006,Forest area (% of land area),AG.LND.FRST.ZS,11.1577170193905
Bangladesh,BGD,2005,Forest area (% of land area),AG.LND.FRST.ZS,11.1776907121457
Bangladesh,BGD,2004,Forest area (% of land area),AG.LND.FRST.ZS,11.1976644049008
Bangladesh,BGD,2003,Forest area (% of land area),AG.LND.FRST.ZS,11.217638097656
Bangladesh,BGD,2002,Forest area (% of land area),AG.LND.FRST.ZS,11.2376127281872
Bangladesh,BGD,2001,Forest area (% of land area),AG.LND.FRST.ZS,11.2575864209423
Bangladesh,BGD,2000,Forest area (% of land area),AG.LND.FRST.ZS,11.2775601136975
Bangladesh,BGD,1999,Forest area (% of land area),AG.LND.FRST.ZS,11.2975338064526
Bangladesh,BGD,1998,Forest area (% of land area),AG.LND.FRST.ZS,11.3175074992078
Bangladesh,BGD,1997,Forest area (% of land area),AG.LND.FRST.ZS,11.337482129739
Bangladesh,BGD,1996,Forest area (% of land area),AG.LND.FRST.ZS,11.3574558224941
Bangladesh,BGD,1995,Forest area (% of land area),AG.LND.FRST.ZS,11.3774295152493
Bangladesh,BGD,1994,Forest area (% of land area),AG.LND.FRST.ZS,11.3974032080045
Bangladesh,BGD,1993,Forest area (% of land area),AG.LND.FRST.ZS,11.4173769007596
Bangladesh,BGD,1992,Forest area (% of land area),AG.LND.FRST.ZS,11.4373515312908
Bangladesh,BGD,1991,Forest area (% of land area),AG.LND.FRST.ZS,11.4573252240459
Bangladesh,BGD,1990,Forest area (% of land area),AG.LND.FRST.ZS,11.4772989168011
Bangladesh,BGD,2016,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,59.7114925950658
Bangladesh,BGD,2015,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,59.4614402224483
Bangladesh,BGD,2014,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,59.3691614463128
Bangladesh,BGD,2013,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,58.9920948616601
Bangladesh,BGD,2006,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,52.6185344827586
Bangladesh,BGD,2005,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,51.1223284287402
Bangladesh,BGD,2004,Agricultural irrigated land (% of total agricultural land),AG.LND.IRIG.AG.ZS,51.346133218921
Bangladesh,BGD,2014,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2012,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2007,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2002,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1997,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1992,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1987,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1982,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1977,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1972,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1967,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,1962,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,2666
Bangladesh,BGD,2018,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2017,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2016,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2015,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2014,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2013,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2012,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2011,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2010,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2009,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2008,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2007,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2006,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2005,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2004,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2003,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2002,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2001,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,2000,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1999,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1998,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1997,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1996,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1995,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1994,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1993,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1992,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1991,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1990,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1989,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1988,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1987,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1986,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1985,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1984,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1983,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1982,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1981,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1980,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1979,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1978,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1977,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1976,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1975,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1974,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1973,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1972,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1971,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1970,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1969,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1968,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1967,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1966,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1965,Land area (sq. km),AG.LND.TOTL.K2,130170
Bangladesh,BGD,1964,Land area (sq. km),AG.LND.TOTL.K2,130170
